location_id;alias
1; pk 
2; pk 
3; pk 
4; pk 
5; pk 
6; pk 
7; pk 
8; pk 
9; pk 
10; pk 
11; pk 
12; pk 
13; pk 
14; pk 
15; pk 
16; pk 
17; pk 
18; pk 
19; pk 
20; pk 
21; pk 
22; pk 
23; pk 
24; pk 
25; pk 
26; pk 
27; pk 
28; pk 
29; pk 
30; pk 
31; pk 
32; pk 
33; pk 
34; pk 
35; pk 
36; pk 
37; pk 
38; pk 
39; pk 
40; pk 
41; pk 
42; pk 
43; pk 
44; pk 
45; pk 
46; pk 
47; pk 
48; pk 
49; pk 
50; pk 
51; pk 
52; pk 
53; pk 
54; pk 
55; pk 
56; pk 
57; pk 
58; pk 
59; pk 
60; pk 
61; pk 
62; pk 
63; pk 
64; pk 
65; pk 
66; pk 
67; pk 
68; pk 
69; pk 
70; pk 
71; pk 
72; pk 
73; pk 
74; pk 
75; pk 
76; pk 
77; pk 
78; pk 
79; pk 
80; pk 
81; pk 
82; pk 
83; pk 
84; pk 
85; pk 
86; pk 
87; pk 
88; pk 
89; pk 
90; pk 
91; pk 
92; pk 
93; pk 
94; pk 
95; pk 
96; pk 
97; pk 
98; pk 
99; pk 
100; pk 
101; pk 
102; pk 
103; pk 
104; pk 
105; pk 
106; pk 
107; pk 
108; pk 
109; pk 
110; pk 
111; pk 
112; pk 
113; pk 
114; pk 
115; pk 
116; pk 
117; pk 
118; pk 
119; pk 
120; pk 
121; pk 
122; pk 
123; pk 
124; pk 
125; pk 
126; pk 
127; pk 
128; pk 
129; pk 
130; pk 
131; pk 
132; pk 
133; pk 
134; pk 
135; pk 
136; pk 
137; pk 
138; pk 
139; pk 
140; pk 
141; pk 
142; pk 
143; pk 
144; pk 
145; pk 
146; pk 
147; pk 
148; pk 
149; pk 
150; pk 
151; pk 
152; pk 
153; pk 
154; pk 
155; pk 
156; pk 
157; pk 
158; pk 
159; pk 
160; pk 
161; pk 
162; pk 
163; pk 
164; pk 
165; pk 
166; pk 
167; pk 
168; pk 
169; pk 
170; pk 
171; pk 
172; pk 
173; pk 
174; pk 
175; pk 
176; pk 
177; pk 
178; pk 
179; pk 
180; pk 
181; pk 
182; pk 
183; pk 
184; pk 
185; pk 
186; pk 
187; pk 
188; pk 
189; pk 
190; pk 
191; pk 
192; pk 
193; pk 
194; pk 
195; pk 
196; pk 
197; pk 
198; pk 
199; pk 
200; pk 
201; pk 
202; pk 
203; pk 
204; pk 
205; pk 
206; pk 
207; pk 
208; pk 
209; pk 
210; pk 
211; pk 
212; pk 
213; pk 
214; pk 
215; pk 
216; pk 
217; pk 
218; pk 
219; pk 
220; pk 
221; pk 
222; pk 
223; pk 
224; pk 
225; pk 
226; pk 
227; pk 
228; pk 
229; pk 
