alias;alarm;offset;;;;
CAS-VENT-VF8-CA;fan_switch;459;;;;
CAS-VENT-VF8-CA;fan_gear;460;;;;
CAS-VENT-VF8-CA;vibration_sensor_alarm;461;;;;
CAS-VENT-VF8-CA;front_motor_bearing_sensor_alarm;462;;;;
CAS-VENT-VF8-CA;back_motor_bearing_sensor_alarm;463;;;;
COR-VENT-VF1-CA;windings_temperature_alarm;464;;;;
COR-VENT-VF1-CA;windings_sensor_alarm;465;;;;
COR-VENT-VF1-CA;fan_switch;466;;;;
COR-VENT-VF1-CA;fan_gear;467;;;;
COR-VENT-VF1-CA;vibration_sensor_alarm;468;;;;
COR-VENT-VF1-CA;front_motor_bearing_sensor_alarm;469;;;;
COR-VENT-VF1-CA;back_motor_bearing_sensor_alarm;470;;;;
COR-VENT-VF2-CA;windings_temperature_alarm;471;;;;
COR-VENT-VF2-CA;windings_sensor_alarm;472;;;;
COR-VENT-VF2-CA;fan_switch;473;;;;
COR-VENT-VF2-CA;fan_gear;474;;;;
COR-VENT-VF2-CA;vibration_sensor_alarm;475;;;;
COR-VENT-VF2-CA;front_motor_bearing_sensor_alarm;476;;;;
COR-VENT-VF2-CA;back_motor_bearing_sensor_alarm;477;;;;
COR-VENT-VF3-CA;windings_temperature_alarm;478;;;;
COR-VENT-VF3-CA;windings_sensor_alarm;479;;;;
COR-VENT-VF3-CA;fan_switch;480;;;;
COR-VENT-VF3-CA;fan_gear;481;;;;
COR-VENT-VF3-CA;vibration_sensor_alarm;482;;;;
COR-VENT-VF3-CA;front_motor_bearing_sensor_alarm;483;;;;
COR-VENT-VF3-CA;back_motor_bearing_sensor_alarm;484;;;;
COR-VENT-VF4-CA;windings_temperature_alarm;485;;;;
COR-VENT-VF4-CA;windings_sensor_alarm;486;;;;
COR-VENT-VF4-CA;fan_switch;487;;;;
COR-VENT-VF4-CA;fan_gear;488;;;;
COR-VENT-VF4-CA;vibration_sensor_alarm;489;;;;
COR-VENT-VF4-CA;front_motor_bearing_sensor_alarm;490;;;;
COR-VENT-VF4-CA;back_motor_bearing_sensor_alarm;491;;;;
COR-VENT-VF5-CA;windings_temperature_alarm;492;;;;
COR-VENT-VF5-CA;windings_sensor_alarm;493;;;;
COR-VENT-VF5-CA;fan_switch;494;;;;
COR-VENT-VF5-CA;fan_gear;495;;;;
COR-VENT-VF5-CA;vibration_sensor_alarm;496;;;;
COR-VENT-VF5-CA;front_motor_bearing_sensor_alarm;497;;;;
COR-VENT-VF5-CA;back_motor_bearing_sensor_alarm;498;;;;
COR-VENT-VF6-CA;windings_temperature_alarm;499;;;;
COR-VENT-VF6-CA;windings_sensor_alarm;500;;;;
COR-VENT-VF6-CA;fan_switch;501;;;;
COR-VENT-VF6-CA;fan_gear;502;;;;
COR-VENT-VF6-CA;vibration_sensor_alarm;503;;;;
COR-VENT-VF6-CA;front_motor_bearing_sensor_alarm;504;;;;
COR-VENT-VF6-CA;back_motor_bearing_sensor_alarm;505;;;;
COR-VENT-VF7-CA;windings_temperature_alarm;506;;;;
COR-VENT-VF7-CA;windings_sensor_alarm;507;;;;
COR-VENT-VF7-CA;fan_switch;508;;;;
COR-VENT-VF7-CA;fan_gear;509;;;;
COR-VENT-VF7-CA;vibration_sensor_alarm;510;;;;
COR-VENT-VF7-CA;front_motor_bearing_sensor_alarm;511;;;;
COR-VENT-VF7-CA;back_motor_bearing_sensor_alarm;512;;;;
COR-VENT-VF8-CA;windings_temperature_alarm;513;;;;
COR-VENT-VF8-CA;windings_sensor_alarm;514;;;;
COR-VENT-VF8-CA;fan_switch;515;;;;
COR-VENT-VF8-CA;fan_gear;516;;;;
COR-VENT-VF8-CA;vibration_sensor_alarm;517;;;;
COR-VENT-VF8-CA;front_motor_bearing_sensor_alarm;518;;;;
COR-VENT-VF8-CA;back_motor_bearing_sensor_alarm;519;;;;
COR-VENT-VF1-MA;windings_temperature_alarm;520;;;;
COR-VENT-VF1-MA;windings_sensor_alarm;521;;;;
COR-VENT-VF1-MA;fan_switch;522;;;;
COR-VENT-VF1-MA;fan_gear;523;;;;
COR-VENT-VF1-MA;vibration_sensor_alarm;524;;;;
COR-VENT-VF1-MA;front_motor_bearing_sensor_alarm;525;;;;
COR-VENT-VF1-MA;back_motor_bearing_sensor_alarm;526;;;;
COR-VENT-VF2-MA;windings_temperature_alarm;527;;;;
COR-VENT-VF2-MA;windings_sensor_alarm;528;;;;
COR-VENT-VF2-MA;fan_switch;529;;;;
COR-VENT-VF2-MA;fan_gear;530;;;;
COR-VENT-VF2-MA;vibration_sensor_alarm;531;;;;
COR-VENT-VF2-MA;front_motor_bearing_sensor_alarm;532;;;;
COR-VENT-VF2-MA;back_motor_bearing_sensor_alarm;533;;;;
COR-VENT-VF3-MA;windings_temperature_alarm;534;;;;
COR-VENT-VF3-MA;windings_sensor_alarm;535;;;;
COR-VENT-VF3-MA;fan_switch;536;;;;
COR-VENT-VF3-MA;fan_gear;537;;;;
COR-VENT-VF3-MA;vibration_sensor_alarm;538;;;;
COR-VENT-VF3-MA;front_motor_bearing_sensor_alarm;539;;;;
COR-VENT-VF3-MA;back_motor_bearing_sensor_alarm;540;;;;
COR-VENT-VF4-MA;windings_temperature_alarm;541;;;;
COR-VENT-VF4-MA;windings_sensor_alarm;542;;;;
COR-VENT-VF4-MA;fan_switch;543;;;;
COR-VENT-VF4-MA;fan_gear;544;;;;
COR-VENT-VF4-MA;vibration_sensor_alarm;545;;;;
COR-VENT-VF4-MA;front_motor_bearing_sensor_alarm;546;;;;
COR-VENT-VF4-MA;back_motor_bearing_sensor_alarm;547;;;;
COR-VENT-VF5-MA;windings_temperature_alarm;548;;;;
COR-VENT-VF5-MA;windings_sensor_alarm;549;;;;
COR-VENT-VF5-MA;fan_switch;550;;;;
COR-VENT-VF5-MA;fan_gear;551;;;;
COR-VENT-VF5-MA;vibration_sensor_alarm;552;;;;
COR-VENT-VF5-MA;front_motor_bearing_sensor_alarm;553;;;;
COR-VENT-VF5-MA;back_motor_bearing_sensor_alarm;554;;;;
COR-VENT-VF6-MA;windings_temperature_alarm;555;;;;
COR-VENT-VF6-MA;windings_sensor_alarm;556;;;;
COR-VENT-VF6-MA;fan_switch;557;;;;
COR-VENT-VF6-MA;fan_gear;558;;;;
COR-VENT-VF6-MA;vibration_sensor_alarm;559;;;;
COR-VENT-VF6-MA;front_motor_bearing_sensor_alarm;560;;;;
COR-VENT-VF6-MA;back_motor_bearing_sensor_alarm;561;;;;
COR-VENT-VF7-MA;windings_temperature_alarm;562;;;;
COR-VENT-VF7-MA;windings_sensor_alarm;563;;;;
COR-VENT-VF7-MA;fan_switch;564;;;;
COR-VENT-VF7-MA;fan_gear;565;;;;
COR-VENT-VF7-MA;vibration_sensor_alarm;566;;;;
COR-VENT-VF7-MA;front_motor_bearing_sensor_alarm;567;;;;
COR-VENT-VF7-MA;back_motor_bearing_sensor_alarm;568;;;;
COR-VENT-VF8-MA;windings_temperature_alarm;569;;;;
COR-VENT-VF8-MA;windings_sensor_alarm;570;;;;
COR-VENT-VF8-MA;fan_switch;571;;;;
COR-VENT-VF8-MA;fan_gear;572;;;;
COR-VENT-VF8-MA;vibration_sensor_alarm;573;;;;
COR-VENT-VF8-MA;front_motor_bearing_sensor_alarm;574;;;;
COR-VENT-VF8-MA;back_motor_bearing_sensor_alarm;575;;;;
COR-VENT-VF9-MA;windings_temperature_alarm;576;;;;
COR-VENT-VF9-MA;windings_sensor_alarm;577;;;;
COR-VENT-VF9-MA;fan_switch;578;;;;
COR-VENT-VF9-MA;fan_gear;579;;;;
COR-VENT-VF9-MA;vibration_sensor_alarm;580;;;;
COR-VENT-VF9-MA;front_motor_bearing_sensor_alarm;581;;;;
COR-VENT-VF9-MA;back_motor_bearing_sensor_alarm;582;;;;
COR-VENT-VF10-MA;windings_temperature_alarm;583;;;;
COR-VENT-VF10-MA;windings_sensor_alarm;584;;;;
COR-VENT-VF10-MA;fan_switch;585;;;;
COR-VENT-VF10-MA;fan_gear;586;;;;
COR-VENT-VF10-MA;vibration_sensor_alarm;587;;;;
COR-VENT-VF10-MA;front_motor_bearing_sensor_alarm;588;;;;
COR-VENT-VF10-MA;back_motor_bearing_sensor_alarm;589;;;;
CH-VENT-VF1-CA;windings_temperature_alarm;590;;;;
CH-VENT-VF1-CA;windings_sensor_alarm;591;;;;
CH-VENT-VF1-CA;fan_switch;592;;;;
CH-VENT-VF1-CA;fan_gear;593;;;;
CH-VENT-VF1-CA;vibration_sensor_alarm;594;;;;
CH-VENT-VF1-CA;front_motor_bearing_sensor_alarm;595;;;;
CH-VENT-VF1-CA;back_motor_bearing_sensor_alarm;596;;;;
CH-VENT-VF2-CA;windings_temperature_alarm;597;;;;
CH-VENT-VF2-CA;windings_sensor_alarm;598;;;;
CH-VENT-VF2-CA;fan_switch;599;;;;
CH-VENT-VF2-CA;fan_gear;600;;;;
CH-VENT-VF2-CA;vibration_sensor_alarm;601;;;;
CH-VENT-VF2-CA;front_motor_bearing_sensor_alarm;602;;;;
CH-VENT-VF2-CA;back_motor_bearing_sensor_alarm;603;;;;
CH-VENT-VF3-CA;windings_temperature_alarm;604;;;;
CH-VENT-VF3-CA;windings_sensor_alarm;605;;;;
CH-VENT-VF3-CA;fan_switch;606;;;;
CH-VENT-VF3-CA;fan_gear;607;;;;
CH-VENT-VF3-CA;vibration_sensor_alarm;608;;;;
CH-VENT-VF3-CA;front_motor_bearing_sensor_alarm;609;;;;
CH-VENT-VF3-CA;back_motor_bearing_sensor_alarm;610;;;;
CH-VENT-VF4-CA;windings_temperature_alarm;611;;;;
CH-VENT-VF4-CA;windings_sensor_alarm;612;;;;
CH-VENT-VF4-CA;fan_switch;613;;;;
CH-VENT-VF4-CA;fan_gear;614;;;;
CH-VENT-VF4-CA;vibration_sensor_alarm;615;;;;
CH-VENT-VF4-CA;front_motor_bearing_sensor_alarm;616;;;;
CH-VENT-VF4-CA;back_motor_bearing_sensor_alarm;617;;;;
CH-VENT-VF5-CA;windings_temperature_alarm;618;;;;
CH-VENT-VF5-CA;windings_sensor_alarm;619;;;;
CH-VENT-VF5-CA;fan_switch;620;;;;
CH-VENT-VF5-CA;fan_gear;621;;;;
CH-VENT-VF5-CA;vibration_sensor_alarm;622;;;;
CH-VENT-VF5-CA;front_motor_bearing_sensor_alarm;623;;;;
CH-VENT-VF5-CA;back_motor_bearing_sensor_alarm;624;;;;
CH-VENT-VF6-CA;windings_temperature_alarm;625;;;;
CH-VENT-VF6-CA;windings_sensor_alarm;626;;;;
CH-VENT-VF6-CA;fan_switch;627;;;;
CH-VENT-VF6-CA;fan_gear;628;;;;
CH-VENT-VF6-CA;vibration_sensor_alarm;629;;;;
CH-VENT-VF6-CA;front_motor_bearing_sensor_alarm;630;;;;
CH-VENT-VF6-CA;back_motor_bearing_sensor_alarm;631;;;;
CH-VENT-VF7-CA;windings_temperature_alarm;632;;;;
CH-VENT-VF7-CA;windings_sensor_alarm;633;;;;
CH-VENT-VF7-CA;fan_switch;634;;;;
CH-VENT-VF7-CA;fan_gear;635;;;;
CH-VENT-VF7-CA;vibration_sensor_alarm;636;;;;
CH-VENT-VF7-CA;front_motor_bearing_sensor_alarm;637;;;;
CH-VENT-VF7-CA;back_motor_bearing_sensor_alarm;638;;;;
CH-VENT-VF8-CA;windings_temperature_alarm;639;;;;
CH-VENT-VF8-CA;windings_sensor_alarm;640;;;;
CH-VENT-VF8-CA;fan_switch;641;;;;
CH-VENT-VF8-CA;fan_gear;642;;;;
CH-VENT-VF8-CA;vibration_sensor_alarm;643;;;;
CH-VENT-VF8-CA;front_motor_bearing_sensor_alarm;644;;;;
CH-VENT-VF8-CA;back_motor_bearing_sensor_alarm;645;;;;
CH-VENT-VF1-MA;windings_temperature_alarm;646;;;;
CH-VENT-VF1-MA;windings_sensor_alarm;647;;;;
CH-VENT-VF1-MA;fan_switch;648;;;;
CH-VENT-VF1-MA;fan_gear;649;;;;
CH-VENT-VF1-MA;vibration_sensor_alarm;650;;;;
CH-VENT-VF1-MA;front_motor_bearing_sensor_alarm;651;;;;
CH-VENT-VF1-MA;back_motor_bearing_sensor_alarm;652;;;;
CH-VENT-VF2-MA;windings_temperature_alarm;653;;;;
CH-VENT-VF2-MA;windings_sensor_alarm;654;;;;
CH-VENT-VF2-MA;fan_switch;655;;;;
CH-VENT-VF2-MA;fan_gear;656;;;;
CH-VENT-VF2-MA;vibration_sensor_alarm;657;;;;
CH-VENT-VF2-MA;front_motor_bearing_sensor_alarm;658;;;;
CH-VENT-VF2-MA;back_motor_bearing_sensor_alarm;659;;;;
CH-VENT-VF3-MA;windings_temperature_alarm;660;;;;
CH-VENT-VF3-MA;windings_sensor_alarm;661;;;;
CH-VENT-VF3-MA;fan_switch;662;;;;
CH-VENT-VF3-MA;fan_gear;663;;;;
CH-VENT-VF3-MA;vibration_sensor_alarm;664;;;;
CH-VENT-VF3-MA;front_motor_bearing_sensor_alarm;665;;;;
CH-VENT-VF3-MA;back_motor_bearing_sensor_alarm;666;;;;
CH-VENT-VF4-MA;windings_temperature_alarm;667;;;;
CH-VENT-VF4-MA;windings_sensor_alarm;668;;;;
CH-VENT-VF4-MA;fan_switch;669;;;;
CH-VENT-VF4-MA;fan_gear;670;;;;
CH-VENT-VF4-MA;vibration_sensor_alarm;671;;;;
CH-VENT-VF4-MA;front_motor_bearing_sensor_alarm;672;;;;
CH-VENT-VF4-MA;back_motor_bearing_sensor_alarm;673;;;;
CH-VENT-VF5-MA;windings_temperature_alarm;674;;;;
CH-VENT-VF5-MA;windings_sensor_alarm;675;;;;
CH-VENT-VF5-MA;fan_switch;676;;;;
CH-VENT-VF5-MA;fan_gear;677;;;;
CH-VENT-VF5-MA;vibration_sensor_alarm;678;;;;
CH-VENT-VF5-MA;front_motor_bearing_sensor_alarm;679;;;;
CH-VENT-VF5-MA;back_motor_bearing_sensor_alarm;680;;;;
CH-VENT-VF6-MA;windings_temperature_alarm;681;;;;
CH-VENT-VF6-MA;windings_sensor_alarm;682;;;;
CH-VENT-VF6-MA;fan_switch;683;;;;
CH-VENT-VF6-MA;fan_gear;684;;;;
CH-VENT-VF6-MA;vibration_sensor_alarm;685;;;;
CH-VENT-VF6-MA;front_motor_bearing_sensor_alarm;686;;;;
CH-VENT-VF6-MA;back_motor_bearing_sensor_alarm;687;;;;
CH-VENT-VF7-MA;windings_temperature_alarm;688;;;;
CH-VENT-VF7-MA;windings_sensor_alarm;689;;;;
CH-VENT-VF7-MA;fan_switch;690;;;;
CH-VENT-VF7-MA;fan_gear;691;;;;
CH-VENT-VF7-MA;vibration_sensor_alarm;692;;;;
CH-VENT-VF7-MA;front_motor_bearing_sensor_alarm;693;;;;
CH-VENT-VF7-MA;back_motor_bearing_sensor_alarm;694;;;;
CH-VENT-VF8-MA;windings_temperature_alarm;695;;;;
CH-VENT-VF8-MA;windings_sensor_alarm;696;;;;
CH-VENT-VF8-MA;fan_switch;697;;;;
CH-VENT-VF8-MA;fan_gear;698;;;;
CH-VENT-VF8-MA;vibration_sensor_alarm;699;;;;
CH-VENT-VF8-MA;front_motor_bearing_sensor_alarm;700;;;;
CH-VENT-VF8-MA;back_motor_bearing_sensor_alarm;701;;;;
NG-VENT-VF1-CA;windings_temperature_alarm;702;;;;
NG-VENT-VF1-CA;windings_sensor_alarm;703;;;;
NG-VENT-VF1-CA;fan_switch;704;;;;
NG-VENT-VF1-CA;fan_gear;705;;;;
NG-VENT-VF1-CA;vibration_sensor_alarm;706;;;;
NG-VENT-VF1-CA;front_motor_bearing_sensor_alarm;707;;;;
NG-VENT-VF1-CA;back_motor_bearing_sensor_alarm;708;;;;
NG-VENT-VF2-CA;windings_temperature_alarm;709;;;;
NG-VENT-VF2-CA;windings_sensor_alarm;710;;;;
NG-VENT-VF2-CA;fan_switch;711;;;;
NG-VENT-VF2-CA;fan_gear;712;;;;
NG-VENT-VF2-CA;vibration_sensor_alarm;713;;;;
NG-VENT-VF2-CA;front_motor_bearing_sensor_alarm;714;;;;
NG-VENT-VF2-CA;back_motor_bearing_sensor_alarm;715;;;;
NG-VENT-VF3-CA;windings_temperature_alarm;716;;;;
NG-VENT-VF3-CA;windings_sensor_alarm;717;;;;
NG-VENT-VF3-CA;fan_switch;718;;;;
NG-VENT-VF3-CA;fan_gear;719;;;;
NG-VENT-VF3-CA;vibration_sensor_alarm;720;;;;
NG-VENT-VF3-CA;front_motor_bearing_sensor_alarm;721;;;;
NG-VENT-VF3-CA;back_motor_bearing_sensor_alarm;722;;;;
NG-VENT-VF4-CA;windings_temperature_alarm;723;;;;
NG-VENT-VF4-CA;windings_sensor_alarm;724;;;;
NG-VENT-VF4-CA;fan_switch;725;;;;
NG-VENT-VF4-CA;fan_gear;726;;;;
NG-VENT-VF4-CA;vibration_sensor_alarm;727;;;;
NG-VENT-VF4-CA;front_motor_bearing_sensor_alarm;728;;;;
NG-VENT-VF4-CA;back_motor_bearing_sensor_alarm;729;;;;
NG-VENT-VF5-CA;windings_temperature_alarm;730;;;;
NG-VENT-VF5-CA;windings_sensor_alarm;731;;;;
NG-VENT-VF5-CA;fan_switch;732;;;;
NG-VENT-VF5-CA;fan_gear;733;;;;
NG-VENT-VF5-CA;vibration_sensor_alarm;734;;;;
NG-VENT-VF5-CA;front_motor_bearing_sensor_alarm;735;;;;
NG-VENT-VF5-CA;back_motor_bearing_sensor_alarm;736;;;;
NG-VENT-VF6-CA;windings_temperature_alarm;737;;;;
NG-VENT-VF6-CA;windings_sensor_alarm;738;;;;
NG-VENT-VF6-CA;fan_switch;739;;;;
NG-VENT-VF6-CA;fan_gear;740;;;;
NG-VENT-VF6-CA;vibration_sensor_alarm;741;;;;
NG-VENT-VF6-CA;front_motor_bearing_sensor_alarm;742;;;;
NG-VENT-VF6-CA;back_motor_bearing_sensor_alarm;743;;;;
NG-VENT-VF7-CA;windings_temperature_alarm;744;;;;
NG-VENT-VF7-CA;windings_sensor_alarm;745;;;;
NG-VENT-VF7-CA;fan_switch;746;;;;
NG-VENT-VF7-CA;fan_gear;747;;;;
NG-VENT-VF7-CA;vibration_sensor_alarm;748;;;;
NG-VENT-VF7-CA;front_motor_bearing_sensor_alarm;749;;;;
NG-VENT-VF7-CA;back_motor_bearing_sensor_alarm;750;;;;
NG-VENT-VF8-CA;windings_temperature_alarm;751;;;;
NG-VENT-VF8-CA;windings_sensor_alarm;752;;;;
NG-VENT-VF8-CA;fan_switch;753;;;;
NG-VENT-VF8-CA;fan_gear;754;;;;
NG-VENT-VF8-CA;vibration_sensor_alarm;755;;;;
NG-VENT-VF8-CA;front_motor_bearing_sensor_alarm;756;;;;
NG-VENT-VF8-CA;back_motor_bearing_sensor_alarm;757;;;;
NG-VENT-VF1-MA;windings_temperature_alarm;758;;;;
NG-VENT-VF1-MA;windings_sensor_alarm;759;;;;
NG-VENT-VF1-MA;fan_switch;760;;;;
NG-VENT-VF1-MA;fan_gear;761;;;;
NG-VENT-VF1-MA;vibration_sensor_alarm;762;;;;
NG-VENT-VF1-MA;front_motor_bearing_sensor_alarm;763;;;;
NG-VENT-VF1-MA;back_motor_bearing_sensor_alarm;764;;;;
NG-VENT-VF2-MA;windings_temperature_alarm;765;;;;
NG-VENT-VF2-MA;windings_sensor_alarm;766;;;;
NG-VENT-VF2-MA;fan_switch;767;;;;
NG-VENT-VF2-MA;fan_gear;768;;;;
NG-VENT-VF2-MA;vibration_sensor_alarm;769;;;;
NG-VENT-VF2-MA;front_motor_bearing_sensor_alarm;770;;;;
NG-VENT-VF2-MA;back_motor_bearing_sensor_alarm;771;;;;
NG-VENT-VF3-MA;windings_temperature_alarm;772;;;;
NG-VENT-VF3-MA;windings_sensor_alarm;773;;;;
NG-VENT-VF3-MA;fan_switch;774;;;;
NG-VENT-VF3-MA;fan_gear;775;;;;
NG-VENT-VF3-MA;vibration_sensor_alarm;776;;;;
NG-VENT-VF3-MA;front_motor_bearing_sensor_alarm;777;;;;
NG-VENT-VF3-MA;back_motor_bearing_sensor_alarm;778;;;;
NG-VENT-VF4-MA;windings_temperature_alarm;779;;;;
NG-VENT-VF4-MA;windings_sensor_alarm;780;;;;
NG-VENT-VF4-MA;fan_switch;781;;;;
NG-VENT-VF4-MA;fan_gear;782;;;;
NG-VENT-VF4-MA;vibration_sensor_alarm;783;;;;
NG-VENT-VF4-MA;front_motor_bearing_sensor_alarm;784;;;;
NG-VENT-VF4-MA;back_motor_bearing_sensor_alarm;785;;;;
NG-VENT-VF5-MA;windings_temperature_alarm;786;;;;
NG-VENT-VF5-MA;windings_sensor_alarm;787;;;;
NG-VENT-VF5-MA;fan_switch;788;;;;
NG-VENT-VF5-MA;fan_gear;789;;;;
NG-VENT-VF5-MA;vibration_sensor_alarm;790;;;;
NG-VENT-VF5-MA;front_motor_bearing_sensor_alarm;791;;;;
NG-VENT-VF5-MA;back_motor_bearing_sensor_alarm;792;;;;
NG-VENT-VF6-MA;windings_temperature_alarm;793;;;;
NG-VENT-VF6-MA;windings_sensor_alarm;794;;;;
NG-VENT-VF6-MA;fan_switch;795;;;;
NG-VENT-VF6-MA;fan_gear;796;;;;
NG-VENT-VF6-MA;vibration_sensor_alarm;797;;;;
NG-VENT-VF6-MA;front_motor_bearing_sensor_alarm;798;;;;
NG-VENT-VF6-MA;back_motor_bearing_sensor_alarm;799;;;;
LQ-VENT-VF1-CA;windings_temperature_alarm;800;;;;
LQ-VENT-VF1-CA;windings_sensor_alarm;801;;;;
LQ-VENT-VF1-CA;fan_switch;802;;;;
LQ-VENT-VF1-CA;fan_gear;803;;;;
LQ-VENT-VF1-CA;vibration_sensor_alarm;804;;;;
LQ-VENT-VF1-CA;front_motor_bearing_sensor_alarm;805;;;;
LQ-VENT-VF1-CA;back_motor_bearing_sensor_alarm;806;;;;
LQ-VENT-VF2-CA;windings_temperature_alarm;807;;;;
LQ-VENT-VF2-CA;windings_sensor_alarm;808;;;;
LQ-VENT-VF2-CA;fan_switch;809;;;;
LQ-VENT-VF2-CA;fan_gear;810;;;;
LQ-VENT-VF2-CA;vibration_sensor_alarm;811;;;;
LQ-VENT-VF2-CA;front_motor_bearing_sensor_alarm;812;;;;
LQ-VENT-VF2-CA;back_motor_bearing_sensor_alarm;813;;;;
LQ-VENT-VF3-CA;windings_temperature_alarm;814;;;;
LQ-VENT-VF3-CA;windings_sensor_alarm;815;;;;
LQ-VENT-VF3-CA;fan_switch;816;;;;
LQ-VENT-VF3-CA;fan_gear;817;;;;
LQ-VENT-VF3-CA;vibration_sensor_alarm;818;;;;
LQ-VENT-VF3-CA;front_motor_bearing_sensor_alarm;819;;;;
LQ-VENT-VF3-CA;back_motor_bearing_sensor_alarm;820;;;;
LQ-VENT-VF4-CA;windings_temperature_alarm;821;;;;
LQ-VENT-VF4-CA;windings_sensor_alarm;822;;;;
LQ-VENT-VF4-CA;fan_switch;823;;;;
LQ-VENT-VF4-CA;fan_gear;824;;;;
LQ-VENT-VF4-CA;vibration_sensor_alarm;825;;;;
LQ-VENT-VF4-CA;front_motor_bearing_sensor_alarm;826;;;;
LQ-VENT-VF4-CA;back_motor_bearing_sensor_alarm;827;;;;
LQ-VENT-VF5-CA;windings_temperature_alarm;828;;;;
LQ-VENT-VF5-CA;windings_sensor_alarm;829;;;;
LQ-VENT-VF5-CA;fan_switch;830;;;;
LQ-VENT-VF5-CA;fan_gear;831;;;;
LQ-VENT-VF5-CA;vibration_sensor_alarm;832;;;;
LQ-VENT-VF5-CA;front_motor_bearing_sensor_alarm;833;;;;
LQ-VENT-VF5-CA;back_motor_bearing_sensor_alarm;834;;;;
LQ-VENT-VF6-CA;windings_temperature_alarm;835;;;;
LQ-VENT-VF6-CA;windings_sensor_alarm;836;;;;
LQ-VENT-VF6-CA;fan_switch;837;;;;
LQ-VENT-VF6-CA;fan_gear;838;;;;
LQ-VENT-VF6-CA;vibration_sensor_alarm;839;;;;
LQ-VENT-VF6-CA;front_motor_bearing_sensor_alarm;840;;;;
LQ-VENT-VF6-CA;back_motor_bearing_sensor_alarm;841;;;;
LQ-VENT-VF7-CA;windings_temperature_alarm;842;;;;
LQ-VENT-VF7-CA;windings_sensor_alarm;843;;;;
LQ-VENT-VF7-CA;fan_switch;844;;;;
LQ-VENT-VF7-CA;fan_gear;845;;;;
LQ-VENT-VF7-CA;vibration_sensor_alarm;846;;;;
LQ-VENT-VF7-CA;front_motor_bearing_sensor_alarm;847;;;;
LQ-VENT-VF7-CA;back_motor_bearing_sensor_alarm;848;;;;
LQ-VENT-VF8-CA;windings_temperature_alarm;849;;;;
LQ-VENT-VF8-CA;windings_sensor_alarm;850;;;;
LQ-VENT-VF8-CA;fan_switch;851;;;;
LQ-VENT-VF8-CA;fan_gear;852;;;;
LQ-VENT-VF8-CA;vibration_sensor_alarm;853;;;;
LQ-VENT-VF8-CA;front_motor_bearing_sensor_alarm;854;;;;
LQ-VENT-VF8-CA;back_motor_bearing_sensor_alarm;855;;;;
LQ-VENT-VF9-CA;windings_temperature_alarm;856;;;;
LQ-VENT-VF9-CA;windings_sensor_alarm;857;;;;
LQ-VENT-VF9-CA;fan_switch;858;;;;
LQ-VENT-VF9-CA;fan_gear;859;;;;
LQ-VENT-VF9-CA;vibration_sensor_alarm;860;;;;
LQ-VENT-VF9-CA;front_motor_bearing_sensor_alarm;861;;;;
LQ-VENT-VF9-CA;back_motor_bearing_sensor_alarm;862;;;;
LQ-VENT-VF10-CA;windings_temperature_alarm;863;;;;
LQ-VENT-VF10-CA;windings_sensor_alarm;864;;;;
LQ-VENT-VF10-CA;fan_switch;865;;;;
LQ-VENT-VF10-CA;fan_gear;866;;;;
LQ-VENT-VF10-CA;vibration_sensor_alarm;867;;;;
LQ-VENT-VF10-CA;front_motor_bearing_sensor_alarm;868;;;;
LQ-VENT-VF10-CA;back_motor_bearing_sensor_alarm;869;;;;
LQ-VENT-VF11-CA;windings_temperature_alarm;870;;;;
LQ-VENT-VF11-CA;windings_sensor_alarm;871;;;;
LQ-VENT-VF11-CA;fan_switch;872;;;;
LQ-VENT-VF11-CA;fan_gear;873;;;;
LQ-VENT-VF11-CA;vibration_sensor_alarm;874;;;;
LQ-VENT-VF11-CA;front_motor_bearing_sensor_alarm;875;;;;
LQ-VENT-VF11-CA;back_motor_bearing_sensor_alarm;876;;;;
LQ-VENT-VF12-CA;windings_temperature_alarm;877;;;;
LQ-VENT-VF12-CA;windings_sensor_alarm;878;;;;
LQ-VENT-VF12-CA;fan_switch;879;;;;
LQ-VENT-VF12-CA;fan_gear;880;;;;
LQ-VENT-VF12-CA;vibration_sensor_alarm;881;;;;
LQ-VENT-VF12-CA;front_motor_bearing_sensor_alarm;882;;;;
LQ-VENT-VF12-CA;back_motor_bearing_sensor_alarm;883;;;;
LQ-VENT-VF13-CA;windings_temperature_alarm;884;;;;
LQ-VENT-VF13-CA;windings_sensor_alarm;885;;;;
LQ-VENT-VF13-CA;fan_switch;886;;;;
LQ-VENT-VF13-CA;fan_gear;887;;;;
LQ-VENT-VF13-CA;vibration_sensor_alarm;888;;;;
LQ-VENT-VF13-CA;front_motor_bearing_sensor_alarm;889;;;;
LQ-VENT-VF13-CA;back_motor_bearing_sensor_alarm;890;;;;
LQ-VENT-VF14-CA;windings_temperature_alarm;891;;;;
LQ-VENT-VF14-CA;windings_sensor_alarm;892;;;;
LQ-VENT-VF14-CA;fan_switch;893;;;;
LQ-VENT-VF14-CA;fan_gear;894;;;;
LQ-VENT-VF14-CA;vibration_sensor_alarm;895;;;;
LQ-VENT-VF14-CA;front_motor_bearing_sensor_alarm;896;;;;
LQ-VENT-VF14-CA;back_motor_bearing_sensor_alarm;897;;;;
LQ-VENT-VF15-CA;windings_temperature_alarm;898;;;;
LQ-VENT-VF15-CA;windings_sensor_alarm;899;;;;
