name;device;channel;description;controller;xAddress;xStatusAddress;inverseLogic
REFUERZO TSC A9;CTGBT;M1DO0;Encender/apagar circuito REFUERZO TSC A9;WAGO;18000;900;false
REFUERZO TSC A11;CTGBT;M1DO1;Encender/apagar circuito REFUERZO TSC A11;WAGO;18001;901;false
REFUERZO TSC A12;CTGBT;M1DO2;Encender/apagar circuito REFUERZO TSC A12;WAGO;18002;902;false
REFUERZO TSC A14;CTGBT;M1DO3;Encender/apagar circuito REFUERZO TSC A14;WAGO;18003;903;false
REFUERZO TSM A4;CTGBT;M1DO4;Encender/apagar circuito REFUERZO TSM A4;WAGO;18004;904;false
REFUEZO TSM A6;CTGBT;M1DO5;Encender/apagar circuito REFUEZO TSM A6;WAGO;18005;905;false
REFUEZO TSM A3;CTGBT;M1DO6;Encender/apagar circuito REFUEZO TSM A3;WAGO;18006;906;false
REFUERZO TSM A5;CTGBT;M1DO7;Encender/apagar circuito REFUERZO TSM A5;WAGO;18007;907;false
RESERVA RV1;CTGBT;M1DO8;Encender/apagar circuito RESERVA RV1;WAGO;18008;908;false
RESERVA RV2;CTGBT;M1DO9;Encender/apagar circuito RESERVA RV2;WAGO;18009;909;false
RESERVA RV3;CTGBT;M1DO10;Encender/apagar circuito RESERVA RV3;WAGO;18010;910;false
PERMANENTE TSC AA7;CTGBT;M1DO11;Encender/apagar circuito PERMANENTE TSC AA7;WAGO;18011;911;true
PERMANENTE TSC AA10;CTGBT;M1DO12;Encender/apagar circuito  PERMANENTE TSC AA10;WAGO;18012;912;true
PERMANENTE TSM AA2;CTGBT;M1DO13;Encender/apagar circuito PERMANENTE TSM AA2;WAGO;18013;913;true
PERMANENTE TSM AA1;CTGBT;M1DO14;Encender/apagar circuito PERMANENTE TSM AA1;WAGO;18014;914;true
GUIADO TSM AE13;CTGBT;M1DO15;Encender/apagar circuito GUIADO TSM AE13;WAGO;18015;915;true
GUIADO TSC AE16;CTGBT;M2DO0;Encender/apagar circuito GUIADO TSC AE16;WAGO;18016;916;true
GUIADO TSC AE17;CTGBT;M2DO1;Encender/apagar circuito GUIADO TSC AE17;WAGO;18017;917;true
GUIADO TSM AE18;CTGBT;M2DO2;Encender/apagar circuito GUIADO TSM AE18;WAGO;18018;918;true
APROXIMACION EXISTENTE TSC A17;CTGBT;M2DO3;Encender/apagar circuito APROXIMACION EXISTENTE TSC A17;WAGO;18019;919;false
APROXIMACION EXISTENTE TSC A18;CTGBT;M2DO4;Encender/apagar circuito APROXIMACION EXISTENTE TSC A18;WAGO;18020;920;false
APROXIMACION EXISTENTE TSM A19;CTGBT;M2DO5;Encender/apagar circuito APROXIMACION EXISTENTE TSM A19;WAGO;18021;921;false
APROXIMACION EXISTENTE TSM A20;CTGBT;M2DO6;Encender/apagar circuito APROXIMACION EXISTENTE TSM A20;WAGO;18022;922;false
MM-CUAD-PRES-GAL-CA;ARM_GAL;M1DO4;MM-CUAD-PRES-GAL-CA Encender/Apagar Señal Incendio Tubo Cadiz;WAGO;18023;923;false
MM-CUAD-PRES-GAL-MA;ARM_GAL;M1DO5;MM-CUAD-PRES-GAL-MA Encender/Apagar Señal Incendio Tubo Malaga;WAGO;18024;924;false
