root_device;signal;id;device;channel;description;controller;inverseLogic;xAddress;xStatusAddress
Central de alarmas COR Sentido CA;fiberFaultAlarm;11;Siemens_OTS_CA;DI2010;COR-OTS CA Alarma fibra Zona 11;OTS;false;1022;1222
Central de alarmas COR Sentido CA;fiberFaultAlarm;12;Siemens_OTS_CA;DI2011;COR-OTS CA Alarma fibra Zona 12;OTS;false;1023;1223
Central de alarmas COR Sentido CA;averageTemperature;1;Siemens_OTS_CA;AI4000;COR-OTS CA Temperatura media Zona 1;OTS;false;1024;1224
Central de alarmas COR Sentido CA;averageTemperature;2;Siemens_OTS_CA;AI4002;COR-OTS CA Temperatura media Zona 2;OTS;false;1026;1225
Central de alarmas COR Sentido CA;averageTemperature;3;Siemens_OTS_CA;AI4004;COR-OTS CA Temperatura media Zona 3;OTS;false;1028;1226
Central de alarmas COR Sentido CA;averageTemperature;4;Siemens_OTS_CA;AI4006;COR-OTS CA Temperatura media Zona 4;OTS;false;1030;1227
Central de alarmas COR Sentido CA;averageTemperature;5;Siemens_OTS_CA;AI4008;COR-OTS CA Temperatura media Zona 5;OTS;false;1032;1228
Central de alarmas COR Sentido CA;averageTemperature;6;Siemens_OTS_CA;AI4010;COR-OTS CA Temperatura media Zona 6;OTS;false;1034;1229
Central de alarmas COR Sentido CA;averageTemperature;7;Siemens_OTS_CA;AI4012;COR-OTS CA Temperatura media Zona 7;OTS;false;1036;1230
Central de alarmas COR Sentido CA;averageTemperature;8;Siemens_OTS_CA;AI4014;COR-OTS CA Temperatura media Zona 8;OTS;false;1038;1231
Central de alarmas COR Sentido CA;averageTemperature;9;Siemens_OTS_CA;AI4016;COR-OTS CA Temperatura media Zona 9;OTS;false;1040;1232
Central de alarmas COR Sentido CA;averageTemperature;10;Siemens_OTS_CA;AI4018;COR-OTS CA Temperatura media Zona 10;OTS;false;1042;1233
Central de alarmas COR Sentido CA;averageTemperature;11;Siemens_OTS_CA;AI4020;COR-OTS CA Temperatura media Zona 11;OTS;false;1044;1234
Central de alarmas COR Sentido CA;averageTemperature;12;Siemens_OTS_CA;AI4022;COR-OTS CA Temperatura media Zona 12;OTS;false;1046;1235
Central de alarmas COR Sentido MA;zonesAlarm;1;Siemens_OTS_MA;DI0;COR-OTS MA Alarma Zona 1;OTS;false;1048;1236
Central de alarmas COR Sentido MA;zonesAlarm;2;Siemens_OTS_MA;DI1;COR-OTS MA Alarma Zona 2;OTS;false;1049;1237
Central de alarmas COR Sentido MA;zonesAlarm;3;Siemens_OTS_MA;DI2;COR-OTS MA Alarma Zona 3;OTS;false;1050;1238
Central de alarmas COR Sentido MA;zonesAlarm;4;Siemens_OTS_MA;DI3;COR-OTS MA Alarma Zona 4;OTS;false;1051;1239
Central de alarmas COR Sentido MA;zonesAlarm;5;Siemens_OTS_MA;DI4;COR-OTS MA Alarma Zona 5;OTS;false;1052;1240
Central de alarmas COR Sentido MA;zonesAlarm;6;Siemens_OTS_MA;DI5;COR-OTS MA Alarma Zona 6;OTS;false;1053;1241
Central de alarmas COR Sentido MA;zonesAlarm;7;Siemens_OTS_MA;DI6;COR-OTS MA Alarma Zona 7;OTS;false;1054;1242
Central de alarmas COR Sentido MA;zonesAlarm;8;Siemens_OTS_MA;DI7;COR-OTS MA Alarma Zona 8;OTS;false;1055;1243
Central de alarmas COR Sentido MA;zonesAlarm;9;Siemens_OTS_MA;DI8;COR-OTS MA Alarma Zona 9;OTS;false;1056;1244
Central de alarmas COR Sentido MA;zonesAlarm;10;Siemens_OTS_MA;DI9;COR-OTS MA Alarma Zona 10;OTS;false;1057;1245
Central de alarmas COR Sentido MA;zonesAlarm;11;Siemens_OTS_MA;DI10;COR-OTS MA Alarma Zona 11;OTS;false;1058;1246
Central de alarmas COR Sentido MA;zonesAlarm;12;Siemens_OTS_MA;DI11;COR-OTS MA Alarma Zona 12;OTS;false;1059;1247
Central de alarmas COR Sentido MA;fiberFaultAlarm;1;Siemens_OTS_MA;DI2000;COR-OTS MA Alarma fibra Zona 1;OTS;false;1060;1248
Central de alarmas COR Sentido MA;fiberFaultAlarm;2;Siemens_OTS_MA;DI2001;COR-OTS MA Alarma fibra Zona 2;OTS;false;1061;1249
Central de alarmas COR Sentido MA;fiberFaultAlarm;3;Siemens_OTS_MA;DI2002;COR-OTS MA Alarma fibra Zona 3;OTS;false;1062;1250
Central de alarmas COR Sentido MA;fiberFaultAlarm;4;Siemens_OTS_MA;DI2003;COR-OTS MA Alarma fibra Zona 4;OTS;false;1063;1251
Central de alarmas COR Sentido MA;fiberFaultAlarm;5;Siemens_OTS_MA;DI2004;COR-OTS MA Alarma fibra Zona 5;OTS;false;1064;1252
Central de alarmas COR Sentido MA;fiberFaultAlarm;6;Siemens_OTS_MA;DI2005;COR-OTS MA Alarma fibra Zona 6;OTS;false;1065;1253
Central de alarmas COR Sentido MA;fiberFaultAlarm;7;Siemens_OTS_MA;DI2006;COR-OTS MA Alarma fibra Zona 7;OTS;false;1066;1254
Central de alarmas COR Sentido MA;fiberFaultAlarm;8;Siemens_OTS_MA;DI2007;COR-OTS MA Alarma fibra Zona 8;OTS;false;1067;1255
Central de alarmas COR Sentido MA;fiberFaultAlarm;9;Siemens_OTS_MA;DI2008;COR-OTS MA Alarma fibra Zona 9;OTS;false;1068;1256
Central de alarmas COR Sentido MA;fiberFaultAlarm;10;Siemens_OTS_MA;DI2009;COR-OTS MA Alarma fibra Zona 10;OTS;false;1069;1257
Central de alarmas COR Sentido MA;fiberFaultAlarm;11;Siemens_OTS_MA;DI2010;COR-OTS MA Alarma fibra Zona 11;OTS;false;1070;1258
Central de alarmas COR Sentido MA;fiberFaultAlarm;12;Siemens_OTS_MA;DI2011;COR-OTS MA Alarma fibra Zona 12;OTS;false;1071;1259
Central de alarmas COR Sentido MA;averageTemperature;1;Siemens_OTS_MA;AI4000;COR-OTS MA Temperatura media Zona 1;OTS;false;1072;1260
Central de alarmas COR Sentido MA;averageTemperature;2;Siemens_OTS_MA;AI4002;COR-OTS MA Temperatura media Zona 2;OTS;false;1074;1261
Central de alarmas COR Sentido MA;averageTemperature;3;Siemens_OTS_MA;AI4004;COR-OTS MA Temperatura media Zona 3;OTS;false;1076;1262
Central de alarmas COR Sentido MA;averageTemperature;4;Siemens_OTS_MA;AI4006;COR-OTS MA Temperatura media Zona 4;OTS;false;1078;1263
Central de alarmas COR Sentido MA;averageTemperature;5;Siemens_OTS_MA;AI4008;COR-OTS MA Temperatura media Zona 5;OTS;false;1080;1264
Central de alarmas COR Sentido MA;averageTemperature;6;Siemens_OTS_MA;AI4010;COR-OTS MA Temperatura media Zona 6;OTS;false;1082;1265
Central de alarmas COR Sentido MA;averageTemperature;7;Siemens_OTS_MA;AI4012;COR-OTS MA Temperatura media Zona 7;OTS;false;1084;1266
Central de alarmas COR Sentido MA;averageTemperature;8;Siemens_OTS_MA;AI4014;COR-OTS MA Temperatura media Zona 8;OTS;false;1086;1267
Central de alarmas COR Sentido MA;averageTemperature;9;Siemens_OTS_MA;AI4016;COR-OTS MA Temperatura media Zona 9;OTS;false;1088;1268
Central de alarmas COR Sentido MA;averageTemperature;10;Siemens_OTS_MA;AI4018;COR-OTS MA Temperatura media Zona 10;OTS;false;1090;1269
Central de alarmas COR Sentido MA;averageTemperature;11;Siemens_OTS_MA;AI4020;COR-OTS MA Temperatura media Zona 11;OTS;false;1092;1270
Central de alarmas COR Sentido MA;averageTemperature;12;Siemens_OTS_MA;AI4022;COR-OTS MA Temperatura media Zona 12;OTS;false;1094;1271
