device_name;session_uid;plc_name;host;ct_upd;upd_state;port(i);url_publisher;offset_state(i)
UF-S1TS-CAB-006;UF-S1TS-CAB-006;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_1e03;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22181
UF-1E03-CAB-001;UF-1E03-CAB-001;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_1e03;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22187
UF-S1TS-CAB-007;UF-S1TS-CAB-007;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_1e03;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22193
CC.02;CC.02;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_1e03;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22199
1E03-ELE-001.PEVPres;1E03-ELE-001.PEVPres;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_1e03;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22205
CT02-RACK-RADIO.IntABIERTO;CT02-RACK-RADIO.IntABIERTO;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_ct02_2;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22211
CT02-RACK-COM.IntABIERTO;CT02-RACK-COM.IntABIERTO;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_ct02_2;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22217
CT02-RACK-MEGAF.IntABIERTO;CT02-RACK-MEGAF.IntABIERTO;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_ct02_2;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22223
CC.03;CC.03;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_ct02_2;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22229
CT02-P203.IntABIERTO;CT02-P203.IntABIERTO;CT02_PLC_G;10.133.50.37;PLC_CT02;upd_fail_ct02_2;28014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22235
