device_name;session_uid;plc_name;host;port(i);url_publisher;read_permission;write_permission;offset_actual_brightness_state(i);offset_picto(i);offset_door_open(i);offset_communication_fail(i);offset_pixel_test_board_fail_0(i);offset_pixel_test_board_fail_1(i);offset_pixel_test_board_fail_2(i);offset_pixel_test_board_fail_3(i);offset_pixel_test_board_fail_4(i);offset_pixel_test_board_fail_5(i);offset_luxes_sensor_error(i);offset_pixel_error(i);offset_overtemperature(i);offset_pixel_test(i);offset_manual_brightness(i);offset_display_error(i);offset_image_modification_state(i)
S1TS-CLV-038;S1TS-CLV-038;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11310;11312;11309;11309;11309;11309;11309;11309;11309;11309;11309;11309;11309;11316;11315;11308;11308
S1TS-CLV-039;S1TS-CLV-039;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11319;11321;11318;11318;11318;11318;11318;11318;11318;11318;11318;11318;11318;11325;11324;11317;11317
S1TN-CLV-001;S1TN-CLV-001;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11328;11330;11327;11327;11327;11327;11327;11327;11327;11327;11327;11327;11327;11334;11333;11326;11326
S1TN-CLV-002;S1TN-CLV-002;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11337;11339;11336;11336;11336;11336;11336;11336;11336;11336;11336;11336;11336;11343;11342;11335;11335
S1TN-CLV-003;S1TN-CLV-003;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11346;11348;11345;11345;11345;11345;11345;11345;11345;11345;11345;11345;11345;11352;11351;11344;11344
S2TN-CLV-072;S2TN-CLV-072;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11355;11357;11354;11354;11354;11354;11354;11354;11354;11354;11354;11354;11354;11361;11360;11353;11353
S2TN-CLV-073;S2TN-CLV-073;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11364;11366;11363;11363;11363;11363;11363;11363;11363;11363;11363;11363;11363;11370;11369;11362;11362
S2TN-CLV-074;S2TN-CLV-074;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11373;11375;11372;11372;11372;11372;11372;11372;11372;11372;11372;11372;11372;11379;11378;11371;11371
S2TS-CLV-001;S2TS-CLV-001;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11382;11384;11381;11381;11381;11381;11381;11381;11381;11381;11381;11381;11381;11388;11387;11380;11380
S2TS-CLV-002;S2TS-CLV-002;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11391;11393;11390;11390;11390;11390;11390;11390;11390;11390;11390;11390;11390;11397;11396;11389;11389
S2TS-CLV-003;S2TS-CLV-003;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11400;11402;11399;11399;11399;11399;11399;11399;11399;11399;11399;11399;11399;11406;11405;11398;11398
S2TN-CLV-069;S2TN-CLV-069;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11409;11411;11408;11408;11408;11408;11408;11408;11408;11408;11408;11408;11408;11415;11414;11407;11407
S2TN-CLV-070;S2TN-CLV-070;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11418;11420;11417;11417;11417;11417;11417;11417;11417;11417;11417;11417;11417;11424;11423;11416;11416
S2TN-CLV-071;S2TN-CLV-071;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11427;11429;11426;11426;11426;11426;11426;11426;11426;11426;11426;11426;11426;11433;11432;11425;11425
S2TS-CLV-004;S2TS-CLV-004;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11436;11438;11435;11435;11435;11435;11435;11435;11435;11435;11435;11435;11435;11442;11441;11434;11434
S2TS-CLV-005;S2TS-CLV-005;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11445;11447;11444;11444;11444;11444;11444;11444;11444;11444;11444;11444;11444;11451;11450;11443;11443
S2TS-CLV-006;S2TS-CLV-006;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11454;11456;11453;11453;11453;11453;11453;11453;11453;11453;11453;11453;11453;11460;11459;11452;11452
S2TN-CLV-066;S2TN-CLV-066;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11463;11465;11462;11462;11462;11462;11462;11462;11462;11462;11462;11462;11462;11469;11468;11461;11461
S2TN-CLV-067;S2TN-CLV-067;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11472;11474;11471;11471;11471;11471;11471;11471;11471;11471;11471;11471;11471;11478;11477;11470;11470
S2TN-CLV-068;S2TN-CLV-068;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11481;11483;11480;11480;11480;11480;11480;11480;11480;11480;11480;11480;11480;11487;11486;11479;11479
S2TS-CLV-007;S2TS-CLV-007;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11490;11492;11489;11489;11489;11489;11489;11489;11489;11489;11489;11489;11489;11496;11495;11488;11488
S2TS-CLV-008;S2TS-CLV-008;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11499;11501;11498;11498;11498;11498;11498;11498;11498;11498;11498;11498;11498;11505;11504;11497;11497
S2TS-CLV-009;S2TS-CLV-009;CT04_PLC_E;10.133.50.37;28026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11508;11510;11507;11507;11507;11507;11507;11507;11507;11507;11507;11507;11507;11514;11513;11506;11506
